ticker,quarter,quarter_end,transcript_date,finbert_sent,lm_polarity,lm_uncertainty,lm_modal,n_chunks,source,agg_earnings,t_date,qkey,surprise_finbert,surprise_agg,fwd_1,fwd_5,fwd_20
NTPC.NS,Q3FY26,2025-12-31,2026-02-01,0.4842,-0.0048,0,0,16,screener.in (BSE transcript),0.2886,2026-02-01,"(26, 3)",0.03270000000000001,0.04810000000000003,0.060878422544413446,0.07064022352993926,0.06611293030282828
NTPC.NS,Q4FY26,2026-03-31,2026-05-01,0.3852,-0.123,0,0,17,screener.in (BSE transcript),0.1819,2026-05-01,"(26, 4)",-0.09900000000000003,-0.10670000000000002,-0.004250030517578107,0.004749984741210911,-0.03275001525878907
ONGC.NS,Q2FY25,2024-09-30,2024-11-01,-0.0902,-0.2335,0,0,18,screener.in (BSE transcript),-0.1475,2024-11-01,"(25, 2)",-0.1673,-0.1366,-0.03211666540804714,-0.0425181612611103,-0.013427369231553632
ONGC.NS,Q3FY25,2024-12-31,2025-02-01,0.102,-0.1077,0,0,29,screener.in (BSE transcript),0.0181,2025-02-01,"(25, 3)",0.19219999999999998,0.1656,-0.012519632610074938,-0.0066268390538247735,-0.12174554361123968
ONGC.NS,Q4FY25,2025-03-31,2025-05-01,0.0074,-0.082,0,0,18,screener.in (BSE transcript),-0.0284,2025-05-01,"(25, 4)",-0.09459999999999999,-0.0465,-0.004149382193262774,-0.04937760473147623,0.008464629095966014
ONGC.NS,Q2FY26,2025-09-30,2025-11-01,-0.0829,-0.2736,0,0,18,screener.in (BSE transcript),-0.1592,2025-11-01,"(26, 2)",-0.0903,-0.1308,0.004313771229474073,-0.0031372352986478447,-0.021698283988016764
POWERGRID.NS,Q2FY25,2024-09-30,2024-11-01,0.0854,-0.1017,0,0,13,screener.in (BSE transcript),0.0106,2024-11-01,"(25, 2)",-0.020900000000000002,-0.0431,-0.03759046993347859,-0.03389313175845787,0.028418374716285832
POWERGRID.NS,Q3FY25,2024-12-31,2025-02-01,0.1109,-0.0714,0,0,19,screener.in (BSE transcript),0.038,2025-02-01,"(25, 3)",0.025499999999999995,0.0274,-0.03103446408004029,-0.040634224748919645,-0.12784924237503525
POWERGRID.NS,Q4FY25,2025-03-31,2025-05-01,0.0851,-0.1509,0,0,20,screener.in (BSE transcript),-0.0093,2025-05-01,"(25, 4)",-0.025800000000000003,-0.047299999999999995,-0.0022913705553181396,-0.01800327582936434,-0.04418985893769656
POWERGRID.NS,Q1FY26,2025-06-30,2025-08-01,0.0648,0.1013,0,0,19,screener.in (BSE transcript),0.0794,2025-08-01,"(26, 1)",-0.0203,0.0887,-0.01407950715524664,-0.021806224163283372,-0.003263853372216463
POWERGRID.NS,Q2FY26,2025-09-30,2025-11-01,0.0655,-0.204,0,0,18,screener.in (BSE transcript),-0.0423,2025-11-01,"(26, 2)",0.0007000000000000062,-0.1217,-0.01557092232649504,-0.05618476430928143,-0.053545924474971085
POWERGRID.NS,Q3FY26,2025-12-31,2026-02-01,0.2165,0.2865,0,0,23,screener.in (BSE transcript),0.2445,2026-02-01,"(26, 3)",0.151,0.2868,0.09870633983339538,0.17724839739521792,0.1671864452807288
POWERGRID.NS,Q4FY26,2026-03-31,2026-05-01,0.2231,0.2146,0,0,27,screener.in (BSE transcript),0.2197,2026-05-01,"(26, 4)",0.006599999999999995,-0.02479999999999999,0.015605076103453408,-0.00015919679289411182,-0.07324840764331209
RELIANCE.NS,Q2FY25,2024-09-30,2024-10-01,0.2567,-0.0042,0,0,21,screener.in (BSE transcript),0.1523,2024-10-01,"(25, 2)",-0.09620000000000001,-0.12030000000000002,-0.02272763195397698,-0.039364477271113585,-0.06722585454970975
RELIANCE.NS,Q3FY25,2024-12-31,2025-01-01,0.56,0.3516,0,0,22,screener.in (BSE transcript),0.4766,2025-01-01,"(25, 3)",0.30330000000000007,0.32430000000000003,0.018546571919908494,0.0374616488645767,0.011709361795299245
RELIANCE.NS,Q4FY25,2025-03-31,2025-04-01,0.3964,0.0226,0,0,41,screener.in (BSE transcript),0.2468,2025-04-01,"(25, 4)",-0.16360000000000008,-0.22980000000000003,-0.011622765459577411,-0.06256258476166465,0.14704820049386869
RELIANCE.NS,Q1FY26,2025-06-30,2025-07-01,0.1871,0.1186,0,0,51,screener.in (BSE transcript),0.1597,2025-07-01,"(26, 1)",-0.20929999999999999,-0.08709999999999998,-0.004972434832363648,0.005430469570974816,-0.0721670229826088
RELIANCE.NS,Q2FY26,2025-09-30,2025-10-01,0.444,-0.0881,0,0,41,screener.in (BSE transcript),0.2312,2025-10-01,"(26, 2)",0.2569,0.07149999999999998,-0.0023473515799717903,0.010710160990888395,0.0900822219044155
RELIANCE.NS,Q3FY26,2025-12-31,2026-01-01,0.4993,-0.034,0,0,43,screener.in (BSE transcript),0.286,2026-01-01,"(26, 3)",0.055300000000000016,0.05479999999999999,0.008227818948506993,-0.07278482104112682,-0.1518987377566714
RELIANCE.NS,Q4FY26,2026-03-31,2026-04-01,0.3937,-0.23,0,0,38,screener.in (BSE transcript),0.1442,2026-04-01,"(26, 4)",-0.10560000000000003,-0.14179999999999998,0.0014738611275078028,-0.01473833199544805,0.05630070616129057
SBILIFE.NS,Q2FY25,2024-09-30,2024-10-01,0.3586,0.0426,0,0,27,screener.in (BSE transcript),0.2322,2024-10-01,"(25, 2)",-0.05130000000000001,0.0068999999999999895,-0.0008023739688987064,-0.034227998231002865,-0.09789706458961656
SBILIFE.NS,Q3FY25,2024-12-31,2025-01-01,0.4111,-0.0258,0,0,24,screener.in (BSE transcript),0.2364,2025-01-01,"(25, 3)",0.05250000000000005,0.004200000000000009,0.017272072576383524,0.03831915308945111,0.0440883458523218
SBILIFE.NS,Q4FY25,2025-03-31,2025-05-01,0.3942,-0.1533,0,0,21,screener.in (BSE transcript),0.1752,2025-05-01,"(25, 4)",-0.016900000000000026,-0.061200000000000004,0.006814349435187328,-0.031232227994703043,0.036343029402459814
SBILIFE.NS,Q1FY26,2025-06-30,2025-07-01,0.4387,-0.0421,0,0,21,screener.in (BSE transcript),0.2463,2025-07-01,"(26, 1)",0.044499999999999984,0.0711,-0.0080428919659703,-0.0241286533103775,-0.021447674981249443
SBILIFE.NS,Q2FY26,2025-09-30,2025-10-01,0.4033,-0.0481,0,0,19,screener.in (BSE transcript),0.2227,2025-10-01,"(26, 2)",-0.03539999999999999,-0.023599999999999982,-0.013935947389633996,0.01326966242522376,0.08267172321732041
SBILIFE.NS,Q3FY26,2025-12-31,2026-02-01,0.4838,-0.0221,0,0,21,screener.in (BSE transcript),0.2814,2026-02-01,"(26, 3)",0.08050000000000002,0.058699999999999974,0.042534837153366034,0.012268704228676874,0.028136932571543483
SBILIFE.NS,Q4FY26,2026-03-31,2026-04-01,0.4516,-0.0119,0,0,25,screener.in (BSE transcript),0.2662,2026-04-01,"(26, 4)",-0.032200000000000006,-0.015199999999999991,-0.0014204545454545858,0.08801137750799004,0.028465895219282666
SBIN.NS,Q2FY25,2024-09-30,2024-11-01,0.3986,-0.0476,0,0,26,screener.in (BSE transcript),0.2201,2024-11-01,"(25, 2)",0.1402,0.1006,0.008690802390966201,0.028321340886761748,0.0379845846220106
SBIN.NS,Q3FY25,2024-12-31,2025-02-01,0.3574,-0.034,0,0,26,screener.in (BSE transcript),0.2009,2025-02-01,"(25, 3)",-0.041200000000000014,-0.019199999999999995,0.005506027497979682,-0.02988981726238704,-0.09150500229882752
SBIN.NS,Q4FY25,2025-03-31,2025-05-01,0.2331,0.0876,0,0,24,screener.in (BSE transcript),0.1749,2025-05-01,"(25, 4)",-0.1243,-0.025999999999999995,-0.010564844318275757,-0.042829040386134776,0.02995328123512686
SBIN.NS,Q1FY26,2025-06-30,2025-08-01,0.3202,-0.1255,0,0,23,screener.in (BSE transcript),0.1419,2025-08-01,"(26, 1)",0.08709999999999998,-0.033,0.004405321516879335,0.01699182761718543,0.012334790579232813
SBIN.NS,Q2FY26,2025-09-30,2025-11-01,0.2385,0.0636,0,0,25,screener.in (BSE transcript),0.1685,2025-11-01,"(26, 2)",-0.0817,0.026600000000000013,0.013049249874533375,0.01581890398303054,0.039680402203955856
SBIN.NS,Q3FY26,2025-12-31,2026-02-01,0.4144,0.1908,0,0,27,screener.in (BSE transcript),0.325,2026-02-01,"(26, 3)",0.1759,0.1565,0.06579069556241013,0.09814678907890806,0.16187859179799235
SBIN.NS,Q4FY26,2026-03-31,2026-05-01,0.3229,-0.0398,0,0,30,screener.in (BSE transcript),0.1778,2026-05-01,"(26, 4)",-0.09149999999999997,-0.1472,-0.0028205973631104664,-0.053215465963146635,-0.07515350266998999
SHRIRAMFIN.NS,Q2FY25,2024-09-30,2024-10-01,0.1913,-0.2494,0,0,25,screener.in (BSE transcript),0.015,2024-10-01,"(25, 2)",-0.1519,-0.1678,-0.045658207740761125,-0.04761904012617724,-0.10784318844358753
SHRIRAMFIN.NS,Q3FY25,2024-12-31,2025-01-01,0.2458,-0.4661,0,0,20,screener.in (BSE transcript),-0.0389,2025-01-01,"(25, 3)",0.05449999999999999,-0.053899999999999997,0.04177306226119626,-0.011422048304494448,-0.05780823804827684
SHRIRAMFIN.NS,Q4FY25,2025-03-31,2025-04-01,-0.149,-0.3333,0,0,22,screener.in (BSE transcript),-0.2227,2025-04-01,"(25, 4)",-0.3948,-0.18380000000000002,-0.010937555516036701,0.012421833379798297,-0.017500092795191158
SHRIRAMFIN.NS,Q1FY26,2025-06-30,2025-07-01,-0.0568,-0.438,0,0,19,screener.in (BSE transcript),-0.2093,2025-07-01,"(26, 1)",0.09219999999999999,0.013399999999999995,-0.020337794976026946,-0.035213829909850114,-0.08322157163625665
SHRIRAMFIN.NS,Q2FY26,2025-09-30,2025-11-01,-0.0139,-0.2876,0,0,17,screener.in (BSE transcript),-0.1234,2025-11-01,"(26, 2)",0.04290000000000001,0.08590000000000002,0.03886998226915894,0.08298834119006315,0.128689928789798
SHRIRAMFIN.NS,Q3FY26,2025-12-31,2026-01-01,0.1639,0.1026,0,0,16,screener.in (BSE transcript),0.1394,2026-01-01,"(26, 3)",0.17779999999999999,0.2628,-0.010978287387167551,-0.03683825323249568,-0.033715528463497235
SHRIRAMFIN.NS,Q4FY26,2026-03-31,2026-05-01,0.2059,-0.3508,0,0,18,screener.in (BSE transcript),-0.0168,2026-05-01,"(26, 4)",0.04200000000000001,-0.1562,0.01449047177713636,0.05095541401273884,0.008545634599754548
SUNPHARMA.NS,Q2FY25,2024-09-30,2024-11-01,0.0955,-0.2115,0,0,23,screener.in (BSE transcript),-0.0273,2024-11-01,"(25, 2)",0.003799999999999998,-0.0685,-0.021680305778373987,-0.01495939619502773,-0.01869919468468384
SUNPHARMA.NS,Q4FY25,2025-03-31,2025-05-01,0.1484,-0.1004,0,0,24,screener.in (BSE transcript),0.0489,2025-05-01,"(25, 4)",0.0529,0.0762,-0.0024558691819253076,-0.043879296263733325,-0.07111280388364627
SUNPHARMA.NS,Q2FY26,2025-09-30,2025-11-01,0.3158,-0.1043,0,0,16,screener.in (BSE transcript),0.1478,2025-11-01,"(26, 2)",0.16740000000000002,0.09889999999999999,0.011136218528534858,0.007937523477789865,0.06859381620747729
SUNPHARMA.NS,Q3FY26,2025-12-31,2026-02-01,0.2703,0.1799,0,0,19,screener.in (BSE transcript),0.2342,2026-02-01,"(26, 3)",-0.04550000000000004,0.0864,0.04645043941241034,0.051276798895623754,0.054541472549710424
SUNPHARMA.NS,Q4FY26,2026-03-31,2026-05-01,0.2443,0.1368,0,0,17,screener.in (BSE transcript),0.2013,2026-05-01,"(26, 4)",-0.025999999999999995,-0.032899999999999985,0.004670329670329654,0.003956017127403788,-0.00439560439560438
TATACONSUM.NS,Q2FY25,2024-09-30,2024-10-01,0.3094,-0.2146,0,0,23,screener.in (BSE transcript),0.0998,2024-10-01,"(25, 2)",0.0698,0.0581,-0.030354123642855724,-0.057504176499836634,-0.13575046350509534
TATACONSUM.NS,Q3FY25,2024-12-31,2025-02-01,0.4341,-0.0616,0,0,21,screener.in (BSE transcript),0.2358,2025-02-01,"(25, 3)",0.12469999999999998,0.136,-0.025624229077349736,-0.04436221691560338,-0.11453602837594679
TATACONSUM.NS,Q4FY25,2025-03-31,2025-04-01,0.2126,-0.1765,0,0,20,screener.in (BSE transcript),0.057,2025-04-01,"(25, 4)",-0.22149999999999997,-0.17880000000000001,0.0313359220272047,0.043221989896337076,0.14096266494647214
TATACONSUM.NS,Q1FY26,2025-06-30,2025-07-01,0.1874,-0.2906,0,0,20,screener.in (BSE transcript),-0.0038,2025-07-01,"(26, 1)",-0.0252,-0.0608,0.0018281634602359542,0.0054843867467526675,-0.034734952509145156
TATACONSUM.NS,Q2FY26,2025-09-30,2025-11-01,0.1658,-0.2906,0,0,20,screener.in (BSE transcript),-0.0168,2025-11-01,"(26, 2)",-0.021600000000000008,-0.013,0.0300480754945871,-0.014423099583520171,-0.004120857895029029
TATACONSUM.NS,Q3FY26,2025-12-31,2026-01-01,0.3359,-0.0811,0,0,20,screener.in (BSE transcript),0.1691,2026-01-01,"(26, 3)",0.17009999999999997,0.1859,-0.010111268100370219,0.017333739991802766,-0.07137392320684488
TATACONSUM.NS,Q4FY26,2026-03-31,2026-05-01,0.4239,-0.117,0,0,20,screener.in (BSE transcript),0.2076,2026-05-01,"(26, 4)",0.08800000000000002,0.038500000000000006,0.01000268692400863,0.04566411565157669,0.03363603182053421
TATASTEEL.NS,Q2FY25,2024-09-30,2024-11-01,0.048,-0.362,0,0,28,screener.in (BSE transcript),-0.116,2024-11-01,"(25, 2)",-0.18080000000000002,-0.1282,-0.020000048582852648,-0.016199936130418036,-0.020000030356847165
TATASTEEL.NS,Q3FY25,2024-12-31,2025-02-01,0.088,-0.1852,0,0,24,screener.in (BSE transcript),-0.0212,2025-02-01,"(25, 3)",0.039999999999999994,0.09480000000000001,0.011501400392567307,0.051870049244740146,0.03701734517809552
TATASTEEL.NS,Q4FY25,2025-03-31,2025-05-01,0.4249,-0.1412,0,0,31,screener.in (BSE transcript),0.1984,2025-05-01,"(25, 4)",0.3369,0.2196,0.011214401896912696,0.007071562986330049,0.1650715437106387
TATASTEEL.NS,Q1FY26,2025-06-30,2025-08-01,0.1389,-0.1954,0,0,29,screener.in (BSE transcript),0.0052,2025-08-01,"(26, 1)",-0.28600000000000003,-0.19319999999999998,0.039478857146931556,0.028990290073643843,0.031921867732108034
TATASTEEL.NS,Q2FY26,2025-09-30,2025-11-01,0.3162,-0.2206,0,0,32,screener.in (BSE transcript),0.1015,2025-11-01,"(26, 2)",0.17729999999999999,0.09630000000000001,0.0032894302471229153,0.0027411857553119034,-0.07658998109754123
TATASTEEL.NS,Q3FY26,2025-12-31,2026-02-01,0.4711,-0.0984,0,0,27,screener.in (BSE transcript),0.2433,2026-02-01,"(26, 3)",0.15490000000000004,0.14179999999999998,0.044233455538141175,0.0896536411528488,0.10583663924175024
TATASTEEL.NS,Q4FY26,2026-03-31,2026-05-01,0.4384,-0.2343,0,0,34,screener.in (BSE transcript),0.1693,2026-05-01,"(26, 4)",-0.03270000000000001,-0.07399999999999998,-0.0016467211537100068,0.0044695309195743604,-0.011997151649370985
TCS.NS,Q2FY25,2024-09-30,2024-10-01,0.3614,0.0954,0,0,22,screener.in (BSE transcript),0.255,2024-10-01,"(25, 2)",-0.2403,-0.253,-0.008820856057835447,-0.002193454363922709,-0.04285419451715189
TCS.NS,Q3FY25,2024-12-31,2025-01-01,0.5791,0.2901,0,0,20,screener.in (BSE transcript),0.4635,2025-01-01,"(25, 3)",0.21769999999999995,0.20850000000000002,0.01455114974439975,-0.00461161175204905,0.013432232406682454
TCS.NS,Q4FY25,2025-03-31,2025-04-01,0.4363,0.3199,0,0,21,screener.in (BSE transcript),0.3897,2025-04-01,"(25, 4)",-0.14279999999999993,-0.07380000000000003,-0.014954888146040624,-0.07998024110805291,-0.023702022842925996
TCS.NS,Q1FY26,2025-06-30,2025-07-01,0.3825,0.1837,0,0,20,screener.in (BSE transcript),0.303,2025-07-01,"(26, 1)",-0.053800000000000014,-0.0867,-0.0164028368365019,-0.022138111538824057,-0.11952729214591729
TCS.NS,Q2FY26,2025-09-30,2025-11-01,0.0975,-0.0798,0,0,18,screener.in (BSE transcript),0.0266,2025-11-01,"(26, 2)",-0.28500000000000003,-0.2764,-0.008959931369191265,-0.0006235677954197216,0.027601864010424304
TCS.NS,Q3FY26,2025-12-31,2026-01-01,0.6124,0.1943,0,0,17,screener.in (BSE transcript),0.4452,2026-01-01,"(26, 3)",0.5149,0.41859999999999997,0.002009943243310941,-0.013296154631510126,0.006844841992937445
TCS.NS,Q4FY26,2026-03-31,2026-04-01,0.5589,0.2979,0,0,21,screener.in (BSE transcript),0.4545,2026-04-01,"(26, 4)",-0.0535000000000001,0.00930000000000003,0.036881835488332015,0.07535625618444475,0.045264038444573274
TECHM.NS,Q2FY25,2024-09-30,2024-10-01,0.492,0.1522,0,0,23,screener.in (BSE transcript),0.3561,2024-10-01,"(25, 2)",0.0368,0.03190000000000004,-0.014860660338658849,0.03591325422656566,0.04121973865286188
TECHM.NS,Q3FY25,2024-12-31,2025-01-01,0.522,0.3791,0,0,23,screener.in (BSE transcript),0.4649,2025-01-01,"(25, 3)",0.030000000000000027,0.10879999999999995,0.001872384223007284,-0.02650679262280442,-0.014043356276198238
TECHM.NS,Q4FY25,2025-03-31,2025-04-01,0.2966,0.3214,0,0,43,screener.in (BSE transcript),0.3065,2025-04-01,"(25, 4)",-0.22540000000000004,-0.15839999999999999,-0.00010739423871630738,-0.07669181767090294,0.07139539001992312
TECHM.NS,Q1FY26,2025-06-30,2025-07-01,0.5081,0.1649,0,0,23,screener.in (BSE transcript),0.3708,2025-07-01,"(26, 1)",0.21150000000000002,0.06430000000000002,0.005910549542165633,-0.0061669154200783005,-0.11772081912517784
TECHM.NS,Q2FY26,2025-09-30,2025-10-01,0.4882,0.4188,0,0,22,screener.in (BSE transcript),0.4605,2025-10-01,"(26, 2)",-0.019899999999999973,0.0897,-0.012719584428059316,0.037947952538673446,0.007701036542864248
TECHM.NS,Q3FY26,2025-12-31,2026-01-01,0.3919,0.3507,0,0,22,screener.in (BSE transcript),0.3754,2026-01-01,"(26, 3)",-0.0963,-0.08510000000000001,-0.005648650270600575,-0.017380509000620714,0.06374919377521726
TECHM.NS,Q4FY26,2026-03-31,2026-04-01,0.4538,0.3605,0,0,40,screener.in (BSE transcript),0.4165,2026-04-01,"(26, 4)",0.061899999999999955,0.04109999999999997,0.03237410071942448,0.051079136690647564,0.06762589928057561
TITAN.NS,Q2FY25,2024-09-30,2024-11-01,0.0037,-0.2171,0,0,22,screener.in (BSE transcript),-0.0846,2024-11-01,"(25, 2)",-0.0976,-0.03629999999999999,-0.03375524558301224,-0.038095154524058206,0.007233323866930652
TITAN.NS,Q3FY25,2024-12-31,2025-02-01,0.2008,-0.2465,0,0,22,screener.in (BSE transcript),0.0219,2025-02-01,"(25, 3)",0.1971,0.1065,0.007012611787543088,-0.042075769107141836,-0.14446000679875892
TITAN.NS,Q4FY25,2025-03-31,2025-05-01,0.0676,-0.3333,0,0,23,screener.in (BSE transcript),-0.0927,2025-05-01,"(25, 4)",-0.1332,-0.11460000000000001,-0.0013087678246542778,0.0014573478188741884,0.06481063048436009
TITAN.NS,Q1FY26,2025-06-30,2025-08-01,0.1248,-0.1268,0,0,22,screener.in (BSE transcript),0.0242,2025-08-01,"(26, 1)",0.0572,0.1169,0.012458536599736059,0.04766214177978889,0.08748114630467563
TITAN.NS,Q2FY26,2025-09-30,2025-11-01,0.133,-0.1381,0,0,22,screener.in (BSE transcript),0.0246,2025-11-01,"(26, 2)",0.008200000000000013,0.00040000000000000105,-0.0014745308310991634,0.0215817694369973,0.03887399463806962
TITAN.NS,Q3FY26,2025-12-31,2026-02-01,0.0858,-0.181,0,0,21,screener.in (BSE transcript),-0.0209,2026-02-01,"(26, 3)",-0.047200000000000006,-0.0455,0.03574999999999995,0.05005004882812503,0.07219995117187494
ULTRACEMCO.NS,Q2FY25,2024-09-30,2024-10-01,0.1667,-0.25,0,0,18,screener.in (BSE transcript),0.0,2024-10-01,"(25, 2)",0.04909999999999999,-0.0147,0.00626979778566894,-0.016095976803236045,-0.040448630879684755
ULTRACEMCO.NS,Q3FY25,2024-12-31,2025-01-01,0.0659,0.0268,0,0,19,screener.in (BSE transcript),0.0503,2025-01-01,"(25, 3)",-0.10079999999999999,0.0503,0.02600004567612424,-0.008386925898903996,0.003899963518353866
ULTRACEMCO.NS,Q4FY25,2025-03-31,2025-05-01,0.3459,0.1024,0,0,17,screener.in (BSE transcript),0.2485,2025-05-01,"(25, 4)",0.27999999999999997,0.1982,0.005240069666014646,-0.013830429649124398,-0.032299657806066695
ULTRACEMCO.NS,Q1FY26,2025-06-30,2025-07-01,0.3452,-0.1362,0,0,18,screener.in (BSE transcript),0.1527,2025-07-01,"(26, 1)",-0.0006999999999999784,-0.0958,0.01850949121955514,0.016380071878430824,0.005926642821498573
ULTRACEMCO.NS,Q2FY26,2025-09-30,2025-10-01,0.234,-0.085,0,0,14,screener.in (BSE transcript),0.1064,2025-10-01,"(26, 2)",-0.1112,-0.04630000000000001,-0.0062835882596113946,0.007027697395618038,-0.013890037205456784
ULTRACEMCO.NS,Q3FY26,2025-12-31,2026-01-01,0.3172,-0.0605,0,0,16,screener.in (BSE transcript),0.1661,2026-01-01,"(26, 3)",0.08319999999999997,0.0597,0.002352348147525829,0.013021927245232323,0.04007393094177947
WIPRO.NS,Q2FY25,2024-09-30,2024-10-01,0.4201,0.1696,0,0,20,screener.in (BSE transcript),0.3199,2024-10-01,"(25, 2)",0.03159999999999996,0.08240000000000003,-0.022310709397352024,-0.009442591078150153,0.045732397716628403
WIPRO.NS,Q3FY25,2024-12-31,2025-01-01,0.5118,0.0,0,0,14,screener.in (BSE transcript),0.3071,2025-01-01,"(25, 3)",0.09170000000000006,-0.012800000000000034,0.017785283123249895,-0.0033556448803719885,0.06436196128848115
WIPRO.NS,Q4FY25,2025-03-31,2025-04-01,0.3119,-0.1756,0,0,20,screener.in (BSE transcript),0.1169,2025-04-01,"(25, 4)",-0.19990000000000002,-0.19019999999999998,-0.011034976972893462,-0.08409433005112477,-0.06963463511798074
WIPRO.NS,Q1FY26,2025-06-30,2025-07-01,0.2611,0.0037,0,0,19,screener.in (BSE transcript),0.1582,2025-07-01,"(26, 1)",-0.05080000000000001,0.0413,0.01283016889085098,0.01132071765146292,-0.03246830678247614
WIPRO.NS,Q2FY26,2025-09-30,2025-10-01,0.2603,-0.0117,0,0,18,screener.in (BSE transcript),0.1515,2025-10-01,"(26, 2)",-0.0008000000000000229,-0.0067000000000000115,-0.004066721564060405,0.029131087516861776,-0.0012863843418498
WIPRO.NS,Q3FY26,2025-12-31,2026-01-01,0.3694,-0.1158,0,0,8,screener.in (BSE transcript),0.1753,2026-01-01,"(26, 3)",0.10910000000000003,0.023800000000000016,0.007854919260942061,-0.022442445867555172,-0.06377600533929317
WIPRO.NS,Q4FY26,2026-03-31,2026-04-01,0.0712,-0.3402,0,0,14,screener.in (BSE transcript),-0.0934,2026-04-01,"(26, 4)",-0.2982,-0.2687,0.034120734908136496,0.09553804172305602,0.06246715956159776
